FILE	ERR1732819	ERR1733001	ERR1733002	ERR1733037	ERR1733190	ERR1733275	ERR1733322	ERR1733451	ERR1733589	ERR1733970	ERR1734008	ERR1734502	ERR1734505	ERR1734759	ERR1735050	ERR1735391	ERR1735427	ERR1734190	ERR1734292	ERR1733740	ERR1734319	ERR1734877	ERR1733214	ERR1733560	ERR1733874	ERR1732595	ERR1732780	ERR1732880	ERR1733658	ERR1733331	ERR1732456	ERR1732539	ERR1732561	ERR1732746	ERR1732978	ERR1733060	ERR1733128	ERR1733156	ERR1733328	ERR1733345	ERR1733370	ERR1733421	ERR1733510	ERR1733602	ERR1733738	ERR1733981	ERR1733992	ERR1734041	ERR1734219	ERR1734244	ERR1734374	ERR1734522	ERR1734530	ERR1734547	ERR1734553	ERR1734867	ERR1734956	ERR1735071	ERR1735211	ERR1735406	ERR1735464	ERR1732636	ERR1732962	ERR1733171	ERR1733226	ERR1733327	ERR1733679	ERR1734249	ERR1734324	ERR1734386	ERR1734640	ERR1735121	ERR1732609	ERR1732507	ERR1732681	ERR1734077	ERR1734858	ERR1732556	ERR1732611	ERR1732639	ERR1732695	ERR1732709	ERR1732931	ERR1733166	ERR1733201	ERR1733281	ERR1733285	ERR1733449	ERR1733700	ERR1733762	ERR1733797	ERR1733799	ERR1733908	ERR1733932	ERR1734124	ERR1734272	ERR1734332	ERR1734376	ERR1734434	ERR1734448	ERR1734454	ERR1734476	ERR1734490	ERR1734586	ERR1734594	ERR1734758	ERR1734899	ERR1734953	ERR1734997	ERR1735017	ERR1735133	ERR1735228	ERR1735369	ERR1735467	ERR2036227	ERR2041950	ERR1733419	ERR1733470	ERR1734098	ERR1734271	ERR1735060	ERR1735077	ERR1733205	ERR1734396	ERR1734846	ERR1735483	ERR2036147	ERR2036324	ERR1733713	ERR1733973	ERR1734526	ERR2036170	ERR1732732	ERR1733247	ERR1735250	ERR1733697	ERR1733860	ERR1734100	ERR1732447	ERR1732608	ERR1732858	ERR1732874	ERR1732883	ERR1732921	ERR1733083	ERR1733467	ERR1733530	ERR1733729	ERR1733898	ERR1733948	ERR1733955	ERR1734035	ERR1734054	ERR1734185	ERR1734195	ERR1734285	ERR1734303	ERR1734574	ERR1734581	ERR1734619	ERR1734630	ERR1734705	ERR1734711	ERR1734750	ERR1734830	ERR1734948	ERR1735307	ERR1735387	ERR1732569	ERR1732699	ERR1732823	ERR1732842	ERR1733094	ERR1733122	ERR1733204	ERR1733647	ERR1734235	ERR1734565	ERR1734734	ERR1735029	ERR1735449	ERR2036180	ERR1732560	ERR1732628	ERR1732678	ERR1732679	ERR1732770	ERR1732802	ERR1733012	ERR1733041	ERR1733547	ERR1733603	ERR1733650	ERR1733741	ERR1733985	ERR1734394	ERR1734416	ERR1734424	ERR1734643	ERR1734730	ERR1734772	ERR1734787	ERR1734832	ERR1734849	ERR1734875	ERR1735163	ERR1735313	ERR1735359	ERR2036195	ERR1732906	ERR1733473	ERR1733551	ERR1733937	ERR1734122	ERR1734398	ERR1735152	ERR1735274	ERR1735460	ERR2036344	ERR1732603	ERR1732753	ERR1732970	ERR1733173	ERR1733222	ERR1733288	ERR1733355	ERR1733480	ERR1733531	ERR1733596	ERR1733606	ERR1733742	ERR1733825	ERR1733867	ERR1734159	ERR1734397	ERR1734498	ERR1734536	ERR1734566	ERR1734638	ERR1734925	ERR1735048	ERR1735093	ERR1735115	ERR1735293	ERR1735312	ERR1732798	ERR1735474	ERR1733070	ERR1733141	ERR1733338	ERR1733426	ERR1733550	ERR1733966	ERR1734308	ERR1734379	ERR1734618	ERR1734644	ERR1735167	ERR1735252	ERR1733447	ERR1734377	ERR1734859	ERR1733387	ERR1734261	ERR1734494	ERR1735266	ERR1735331	ERR1735414
ERR1733328	26	26	27	26	26	27	26	26	26	26	26	26	26	27	26	26	27	27	24	23	21	22	31	31	31	29	29	29	29	27	34	26	4	10	32	36	26	25	0	25	26	29	22	29	15	31	28	29	12	23	10	27	33	13	12	33	33	10	30	4	24	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1126	1126	1126	1126	1126	1126	1126	1126	1126	1126	1126	1125	1119	1125	1122	1126	1125	1125	1125	1125	1126	1125	1125	1125	1125	1125	1125	1126	1125	1126	1125	1125	1125	1125	1125	1130	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1733345	21	21	22	21	21	22	21	21	21	21	21	21	21	22	21	21	22	14	19	16	14	15	27	27	27	16	16	16	16	26	33	19	25	25	27	35	19	19	25	0	21	28	9	28	29	27	27	27	27	22	25	25	29	27	27	31	29	25	25	25	24	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1733370	10	10	11	10	10	10	10	10	10	10	10	10	10	11	10	10	11	23	8	19	17	18	16	16	16	25	25	25	25	27	34	21	26	26	16	36	22	15	26	21	0	29	18	29	30	22	28	29	28	23	26	25	17	28	28	33	17	26	14	26	25	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1078	1079	1079	1079	1079	1079	1079	1080	1079	1079	1079	1080	1079	1079	1080	1081	1079	1079	1079	1079	1079	1079	1081	1079	1080	1079	1080	1079	1079	1082	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1138	1136	1136	1139	1137	1140	1137	1139	1139	1137	1136	1139	1137	1140	1139	1136	1137	1136	1139	1138	1136	1136	1139	1139	1137	1136	1137	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1105	1105	1105	1106	1105	1105	1105	1106	1105
ERR1733421	28	28	29	28	28	29	28	28	28	28	28	28	28	29	28	28	29	29	27	26	24	25	34	34	34	31	31	31	31	28	34	29	28	29	34	39	28	27	29	28	29	0	25	30	34	34	28	31	31	25	29	31	37	31	31	34	37	29	32	28	27	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1079	1080	1080	1080	1080	1080	1080	1081	1080	1080	1080	1081	1080	1080	1081	1082	1080	1080	1080	1080	1080	1080	1082	1080	1081	1080	1081	1080	1080	1082	1080	1080	1080	1080	1080	1080	1080	1080	1080	1081	1111	1111	1111	1111	1111	1111	1109	1109	1109	1109	1109	1109	1110	1110	1110	1110	1109	1109	1110	1110	1110	1110	1111	1109	1110	1109	1110	1111	1110	1111	1109	1109	1109	1109	1109	1109	1109	1109	1110	1109	1110	1109	1111	1109	1109	1109	1109	1109	1111	1109	1109	1109	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1137	1135	1135	1138	1136	1139	1136	1138	1138	1136	1135	1138	1136	1139	1138	1135	1136	1135	1138	1137	1135	1135	1138	1138	1136	1135	1136	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1733510	18	18	19	18	18	19	18	18	18	18	18	18	18	19	18	18	19	11	16	13	11	12	24	24	24	13	13	13	13	23	30	16	22	22	24	31	16	16	22	9	18	25	0	25	26	24	24	24	24	19	22	22	26	24	24	29	26	22	22	22	21	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1733602	27	27	28	27	27	28	27	27	27	27	27	27	27	28	27	27	28	28	27	26	24	25	33	33	33	30	30	30	30	30	34	28	29	29	33	39	26	28	29	28	29	30	25	0	34	33	29	32	30	26	29	31	37	31	31	34	37	29	30	29	28	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1079	1080	1080	1080	1080	1080	1080	1081	1080	1080	1080	1081	1080	1080	1081	1082	1080	1080	1080	1080	1080	1080	1082	1080	1081	1080	1081	1080	1080	1083	1080	1080	1080	1080	1080	1080	1080	1080	1080	1081	1111	1111	1111	1111	1111	1111	1109	1109	1109	1109	1109	1109	1110	1110	1110	1110	1109	1109	1110	1110	1110	1110	1111	1109	1110	1109	1110	1111	1110	1111	1109	1109	1109	1109	1109	1109	1109	1109	1110	1109	1110	1109	1111	1109	1109	1109	1109	1109	1111	1109	1109	1109	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1075	1075	1076	1076	1077	1075	1077	1075	1076	1079	1080	1075	1078	1076	1105	1105	1105	1106	1105	1105	1105	1106	1105
ERR1733738	30	30	31	30	30	31	30	30	30	30	30	30	30	31	30	30	31	31	28	27	25	26	34	34	34	33	33	33	33	32	39	30	15	15	36	41	30	29	15	29	30	34	26	34	0	35	33	34	17	28	15	32	37	18	17	38	37	15	34	15	29	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1078	1079	1079	1079	1079	1079	1079	1080	1079	1079	1079	1080	1079	1079	1080	1081	1079	1079	1079	1079	1079	1079	1081	1079	1080	1079	1080	1079	1079	1082	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1111	1111	1111	1111	1111	1111	1109	1109	1109	1109	1109	1109	1110	1110	1110	1110	1109	1109	1110	1110	1110	1110	1111	1109	1110	1109	1110	1111	1110	1111	1109	1109	1109	1109	1109	1109	1109	1109	1110	1109	1110	1109	1111	1109	1109	1109	1109	1109	1111	1109	1109	1109	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1075	1075	1076	1076	1077	1075	1077	1075	1076	1079	1080	1075	1078	1076	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1733981	22	22	23	22	22	23	22	22	22	22	22	22	22	23	22	22	23	29	20	25	23	24	28	28	28	31	31	31	31	31	39	28	31	31	28	40	28	21	31	27	22	34	24	33	35	0	32	34	33	28	31	30	30	33	33	38	30	31	26	31	29	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1111	1111	1111	1111	1111	1111	1109	1109	1109	1109	1109	1109	1110	1110	1110	1110	1109	1109	1110	1110	1110	1110	1111	1109	1110	1109	1110	1111	1110	1111	1109	1109	1109	1109	1109	1109	1109	1109	1110	1109	1110	1109	1111	1109	1109	1109	1109	1109	1111	1109	1109	1109	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1106	1106	1106	1107	1106	1106	1106	1107	1106
ERR1733992	26	26	27	26	26	27	26	26	26	26	26	26	26	27	26	26	27	27	26	25	23	24	32	32	32	29	29	29	29	15	34	28	28	28	31	37	25	27	28	27	28	28	24	29	33	32	0	31	30	25	28	30	36	30	30	33	36	28	30	28	27	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1078	1079	1079	1079	1079	1079	1079	1080	1079	1079	1079	1080	1079	1079	1080	1081	1079	1079	1079	1079	1079	1079	1081	1079	1080	1079	1080	1079	1079	1082	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1111	1111	1111	1111	1111	1111	1109	1109	1109	1109	1109	1109	1110	1110	1110	1110	1109	1109	1110	1110	1110	1110	1111	1109	1110	1109	1110	1111	1110	1111	1109	1109	1109	1109	1109	1109	1109	1109	1110	1109	1110	1109	1111	1109	1109	1109	1109	1109	1111	1109	1109	1109	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1137	1138	1136	1136	1139	1137	1140	1137	1139	1139	1137	1136	1139	1137	1140	1139	1136	1137	1136	1139	1138	1136	1136	1139	1139	1137	1136	1137	1126	1126	1126	1126	1126	1126	1126	1126	1126	1126	1126	1125	1119	1125	1122	1126	1125	1125	1125	1125	1126	1125	1125	1125	1125	1125	1125	1126	1125	1126	1125	1125	1125	1125	1125	1130	1076	1076	1077	1077	1078	1076	1078	1076	1077	1080	1081	1076	1079	1077	1105	1105	1105	1106	1105	1105	1105	1106	1105
ERR1734041	29	29	30	29	29	30	29	29	29	29	29	29	29	30	29	29	30	29	27	25	23	24	35	35	35	31	31	31	31	30	36	27	29	29	35	39	28	28	29	27	29	31	24	32	34	34	31	0	31	16	29	31	36	31	31	36	36	29	33	29	28	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1079	1079	1079	1080	1079	1079	1080	1081	1079	1079	1079	1079	1079	1079	1081	1079	1080	1079	1080	1079	1079	1082	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1075	1075	1076	1076	1077	1075	1077	1075	1076	1079	1080	1075	1078	1076	1105	1105	1105	1106	1105	1105	1105	1106	1105
ERR1734219	28	28	29	28	28	29	28	28	28	28	28	28	28	29	28	28	29	29	26	25	23	24	33	33	33	31	31	31	31	29	36	28	12	6	34	38	28	27	12	27	28	31	24	30	17	33	30	31	0	25	6	30	36	15	14	35	36	8	32	12	26	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1734244	23	23	24	23	23	24	23	23	23	23	23	23	23	24	23	23	24	24	21	20	18	19	29	29	29	26	26	26	26	24	31	23	23	23	29	33	23	22	23	22	23	25	19	26	28	28	25	16	25	0	23	25	31	25	25	30	31	23	27	23	22	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1112	1112	1112	1112	1112	1112	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1111	1111	1111	1111	1112	1110	1111	1110	1111	1112	1111	1112	1110	1110	1110	1110	1110	1110	1110	1110	1111	1110	1111	1110	1112	1110	1110	1110	1110	1110	1112	1110	1110	1110	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1124	1124	1124	1124	1124	1124	1124	1124	1124	1124	1124	1123	1117	1123	1120	1124	1123	1123	1123	1123	1124	1123	1123	1123	1123	1123	1123	1124	1123	1124	1123	1123	1123	1123	1123	1128	1075	1075	1076	1076	1077	1075	1077	1075	1076	1079	1080	1075	1078	1076	1105	1105	1105	1106	1105	1105	1105	1106	1105
ERR1734374	26	26	27	26	26	27	26	26	26	26	26	26	26	26	26	26	27	27	24	23	21	22	31	31	31	29	29	29	29	27	34	26	10	0	32	36	26	25	10	25	26	29	22	29	15	31	28	29	6	23	0	28	34	13	12	33	34	6	30	10	24	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1078	1079	1079	1079	1079	1079	1079	1080	1079	1079	1079	1080	1079	1079	1080	1081	1079	1079	1079	1079	1079	1079	1081	1079	1080	1079	1080	1079	1079	1082	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1137	1135	1135	1138	1136	1139	1136	1138	1138	1136	1135	1138	1136	1139	1138	1135	1136	1135	1138	1137	1135	1135	1138	1138	1136	1135	1136	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1104	1104	1104	1105	1104	1104	1104	1105	1104
ERR1734522	26	26	27	26	26	27	26	26	26	26	26	26	26	27	26	26	27	26	24	23	21	22	32	32	32	29	29	29	29	29	36	26	27	28	32	36	26	25	27	25	25	31	22	31	32	30	30	31	30	25	28	0	32	30	30	35	32	28	30	27	27	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1106	1106	1106	1107	1106	1106	1106	1107	1106
ERR1734530	18	18	19	18	18	19	18	18	18	18	18	18	18	19	18	18	19	31	16	27	25	26	24	24	24	33	33	33	33	35	42	28	33	34	24	44	30	23	33	29	17	37	26	37	37	30	36	36	36	31	34	32	0	36	36	41	0	34	22	33	33	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1079	1079	1079	1080	1079	1079	1080	1081	1079	1079	1079	1079	1079	1079	1081	1079	1080	1079	1080	1079	1079	1082	1079	1079	1079	1079	1079	1079	1079	1079	1079	1080	1112	1112	1112	1112	1112	1112	1110	1110	1110	1110	1110	1110	1111	1111	1111	1111	1110	1110	1111	1111	1111	1111	1112	1110	1111	1110	1111	1112	1111	1112	1110	1110	1110	1110	1110	1110	1110	1110	1111	1110	1111	1110	1112	1110	1110	1110	1110	1110	1112	1110	1110	1110	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1136	1137	1135	1135	1138	1136	1139	1136	1138	1138	1136	1135	1138	1136	1139	1138	1135	1136	1135	1138	1137	1135	1135	1138	1138	1136	1135	1136	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1074	1074	1075	1075	1076	1074	1076	1074	1075	1078	1079	1074	1077	1075	1106	1106	1106	1107	1106	1106	1106	1107	1106
ERR1734547	28	28	29	28	28	29	28	28	28	28	28	28	28	29	28	28	29	29	26	25	23	24	33	33	33	31	31	31	31	29	36	28	13	13	33	38	28	27	13	27	28	31	24	31	18	33	30	31	15	25	13	30	36	0	15	35	36	13	32	13	26	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1078	1077	1078	1078	1078	1078	1078	1078	1079	1078	1078	1078	1079	1078	1078	1079	1080	1078	1078	1078	1078	1078	1078	1080	1078	1079	1078	1079	1078	1078	1081	1078	1078	1078	1078	1078	1078	1078	1078	1078	1079	1110	1110	1110	1110	1110	1110	1108	1108	1108	1108	1108	1108	1109	1109	1109	1109	1108	1108	1109	1109	1109	1109	1110	1108	1109	1108	1109	1110	1109	1110	1108	1108	1108	1108	1108	1108	1108	1108	1109	1108	1109	1108	1110	1108	1108	1108	1108	1108	1110	1108	1108	1108	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1135	1136	1134	1134	1137	1135	1138	1135	1137	1137	1135	1134	1137	1135	1138	1137	1134	1135	1134	1137	1136	1134	1134	1137	1137	1135	1134	1135	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1125	1124	1118	1124	1121	1125	1124	1124	1124	1124	1125	1124	1124	1124	1124	1124	1124	1125	1124	1125	1124	1124	1124	1124	1124	1129	1076	1076	1077	1077	1078	1076	1078	1076	1077	1080	1079	1076	1079	1077	1104	1104	1104	1105	1104	1104	1104	1105	1104
